Aeg;Mis koolis laps käib?;Mis on lapse sugu? ;Mitmendas klassis laps õpib?;Kui pikk on lapse koolitee?;Kui tihti sõidetakse autoga kooli?;Kui tihti sõidab ühistranspordiga kooli?;Kui tihti läheb jalgsi kooli?;Kui tihti sõidab jalgrattaga kooli?;Kui tihti läheb motoriseeritud kaherattalisega kooli?;Kui tihti sõidab ise kooli?;Miks just see vahend kooli minekuks?;Kui tihti tuleb autoga koolist?;Kui tihti viiakse autoga kuni ühistranspordi peatuseni?;Kui tihti tuleb ühistranspordiga koolist?;Kui tihti jalgsi koolist?;Kui tihti tuleb jalgrattaga koolist?;Kui tihti tuleb motoriseeritud kaherattalisega koolist?;Kui tihti sõidab ise koolist?;Miks just see vahend koolist tulemiseks?;Kas kasutate lapse kooli viimiseks või koolist toomiseks autot?;Kui turvaliseks hindate kooliteed viies last kooli autoga?;Milliseid ohte oskate välja tuua?;Kui palju aega kulub teil tavaliselt autoga lapse kooli viimiseks / koolist koju toomiseks;Mis põhjustel last autoga kooli viiakse?;Kui oluliseks peate koolitee valikul mõju lapse tervisele?;Kui oluliseks peate koolitee valikul mõju keskkonnale?;Kas ja mis teie elus muutuks kui teie laps iseseisvalt rohkem koolis käiks;Kui palju aega kulub lapsel tavaliselt iseseisvalt kooli minemiseks / koolist koju tulemiseks?;Kas ja mis tingimustel sa oleks laps valmis/nõus rohkem iseseisvalt koolis käima?;Kui heaks hindad lapse liikluskäitumist?;Kui palju keskmiselt liigub laps (õues / trennid jms) igapäevaselt?;Kui turvaliseks hindad lapse kooliteed kui läheb kooli iseseisvalt (jalgsi jalgrattaga ühistranspordiga vms)?;Kas kooliteel esineb järgnevaid ohte? Märgi kõik ohud;Kui palju tekitab teile muret lapse turvalisuse osas see et laps iseseisvalt liigeldes liigselt nutitelefoni kasutab?;Milliseid ohtlikke liiklussituatsioone olete kooli ümbruses tähele pannud?;Milline on teie enda liikluskäitumine kooli ümbruses?;Kas teie hinnangul saaks kool midagi kooli ümbruse ohutustamiseks teha?;Kas teie hinnangul saate ka ise midagi kooli ümbruse ohutustamiseks teha?;Milliseid muid lahendusi pakute välja selleks et kooli ümbrust ohutumaks muuta?
11/25/2019 15:27:12;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;5-10 km;2;4;1;1;1;1;Tal ei ole juhilube;2;1;4;1;1;1;1;Tal pole juhilube;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;Ohud liikluses ;11-20 minutit;Viime halva ilma korral, Kui on väheke tervisemure;5;5;Muutub iseseisvamaks;46-60 minutit;Kui buss käiks tihedamini;4;46-60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Lubatud sõidukiirust ületavad juhid;3;poe ees olevas parlas autode liikumine;poe ette,see on koolile kõige lähemal;Ei;Ei;tänava valgustust lisada
11/25/2019 15:33:40;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Üle 10 km;5;1;1;1;1;1;kool jääb tööle minnes peaaegu tee peale;2;1;4;1;1;1;1;tuleb koju koos suurema vennaga;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;;21-30 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);5;4;kuna laps läks alles kooli, siis alguses viimwe - hiljem hakkab ise bussiga käima. ei muutuks miskit;31-45 minutit;arvan, et tal pole ise minemise vastu miskit aga kuna isa läheb nii kui nii sinna kanti, siis viib kooli lähedale.;3;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Väikesed ohutussaared suure liiklusega teel, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Lubatud sõidukiirust ületavad juhid;4;autojuhid ei arvesta lastega;Ei pargi kooli juures;;;
11/25/2019 16:05:13;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;Kuni 1 km;2;4;4;4;1;1;Isesesvus ja liikumine on vajalik;1;1;4;4;4;1;1;;Viin autoga kooli (isegi kui vahel harva);3;hoolimatud kaasliiklejad ja keeruline liiklus kooli ümbruses;5-10 minutit;Viime halva ilma korral, Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);3;3;laps on niigi iseseisev;21-30 minutit;on nõus käima;4;rohkem kui 60 minutit;3;Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid, keelava märgi alt kooli ette sõitvad lapsevanemad;3;autojuhid on hooletud pimedates nurkades pöördeid sooritades;"peatame autoga ühistranspordi peatuses, ei tule kooli juurde
";Kooli sissepääs peaks olema vaid puldiga sisenemisega;vältida autoga kooli lähedale sõita;rohkem võiks politseipatrull ümbruskonda kontrollimas käia
11/25/2019 16:12:13;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;Kuni 1 km;1;1;5;1;1;1;Koolitee on lühike ja lapsel puudub luba ja oskus sõita autoga.;1;1;1;5;1;1;1;;Ei kasuta lapse transportimiseks autot;5;;alla 5 minuti;Ei vii autoga,kuna kool asub 800m kaugusel;5;5;Laps käib juba 8 aastat iseseisvalt koolis jalgsi.;5-10 minutit;Käib ise.;5;rohkem kui 60 minutit;5;Minu arvates ei ole lapsel kooliteel mingeid ohte;5;Ainuke oht on kooli territooriumil liiklevad autod.;Ei liigu autoga kooli juures. ;;;
11/25/2019 16:32:08;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;1-5 km;5;1;1;1;1;1;kiireim ja ohutuim viis kooli jõuda;1;1;5;1;1;1;1;peale tunde on aega ;Viin autoga kooli (isegi kui vahel harva);3;kooli läheduses on liiklemine parkivate autode tõttu ohtlik;11-20 minutit;Sest nii on ohutum;1;4;peaks 45 minutit varem ärkama;21-30 minutit;kui saaks kindel olla ühistranspordi täpsele liikumisele;5;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Väikesed ohutussaared suure liiklusega teel, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;3;ristmikel parkivad sõidukid, mille vahelt ei näe.  ;ei pargi. Peatun ja lasen lapse autost välja võimalikult ohutus kohas ja mitte väga lähedal kooli sissesõiduteele;Ei, aga linnavalitsus saaks küll. Kooli ümbrises tuleks liikluskorraldust või parkimist muuta ;Jah, ma ei sõida kooli sissesõiduteele lähedale. Peatun kaugemal;Teid laiendada või parkimine ohtlikel kitsastel aladel keelata. Kortermajade autodel peaks olema eraldi parkla.
11/25/2019 17:00:57;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;Kuni 1 km;1;1;5;5;1;1;Koolini 500 meetrit;1;1;1;5;5;1;1;;Ei kasuta lapse transportimiseks autot;5;;alla 5 minuti;Kui lapsed paluvad;5;5;Meie laps käibki täiesti iseseisvalt koolis;5-10 minutit;Meie laps käib iga päev iseseisvalt koolis;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;5;Reguleerimara ülekäigurada;Ei ;;;
11/25/2019 17:11:04;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;5;1;1;1;1;1;Kuna võimalus on endal laps autoga kooli viia ja see tundub ka kõige turvalisem, siis niikaua kuni võimalus on, jätkame seda.;5;1;1;1;1;1;1;Sama põhjendus;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;Liiga tihe liiklus, esimese klassi laps ei pruugi tõsist ohtu suures liikluses tunda;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Sest nii on ohutum;5;5;Muretseks rohkem lapse turvalisuse pärast kas jõuab ilusti kooli, koolist koju.;46-60 minutit;Kui otsustaksime vanematena enam lapsi mitte autoga kooli viia;2;46-60 minutit;2;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Suurem oht langeda kuriteo ohvriks, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;3;Pimedad alad, liiga kiirelt sõitvad juhid asulas;Ei pargigi vaid kõnniteeääres saab korra peatatud, et laps saaks maha minna;Suurem pind autodega sõitmiseks, rohkem valgusteid;Ei;
11/25/2019 17:13:38;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;1;5;1;1;1;1;Kiireim ;1;1;5;2;1;1;1;;Ei kasuta lapse transportimiseks autot;4;;5-10 minutit;Ei vii autoga, aga ei saanud edasi liikuda kuna need on kohustuslikud;4;4;Juba käibki. Tehke ikka kõiki ärinõudeid kattev küsitlus. ;11-20 minutit;Juba käib;5;31-45 minutit;4;Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Puuduvad;Autoga selleks ettenähtud parklasse ;;;
11/25/2019 17:41:54;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;4;1;2;1;1;1;Laps alles alustas sügisel koolis käimise. Hommikul sõidan ise tööle ja võtan last kaasa;1;1;1;5;1;1;1;;Viin autoga kooli (isegi kui vahel harva);4;Auto liiklusõnnetus;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), laps alles alustas sügisel koolis, koos käimine tundub turvaline;2;3;Jõuaks varem tööle;5-10 minutit;kui natuke suureks kasvab;3;46-60 minutit;3;Reguleerimata ülekäigurajad, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud;5;reguleerimata ülekäigurajal autod ei lase ülekäijaid läbi;Kooli ette ei pragi, pargin 200m kaugusele poe parkalsse;;;
11/25/2019 17:52:41;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;Kuni 1 km;1;4;2;1;1;1;Nii on kiirem ja ohutum.;2;1;2;4;1;1;1;;Toon autoga koolist (isegi kui vahel harva);5;;5-10 minutit;Kui oleme hiljaks jäämas;5;5;Ta käib ise, mul on mugav;11-20 minutit;Ta käib iseseisvalt kooli.;5;21-30 minutit;5;Halvasti valgustatud tänavad;4;Ei ole tähele pannud.;Tulen autoga. Parkin kooli ette.;Ei;Ei;
11/25/2019 18:47:02;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;1-5 km;5;2;1;1;1;1;Tal on hommikul raske ärgata ja ühistranspordiga minek võtab kauem aega;2;1;5;1;1;1;1;Tuleb vastavalt tundide lõpuajale nii nagu jõuab;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;11-20 minutit;Kui lapsed on hommikul väga väsinud;2;2;Ei näe võimalust teda hommikul veel varem äratada, see teeks kõigi elu nutusemaks;31-45 minutit;Kui kool algaks hiljem;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad;4;Ei ole marganud;Lasen lapse välja ja võtan peale koolist eemal majade taga. ;Ei oska oelda;Ei oska öelda;
11/25/2019 19:28:51;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;5-10 km;4;4;1;1;1;1;Kuna sõidame ise hommikul autoga tööle, viime lapse kooli ka autoga. Koolist koju sõidab ise bussiga. Kool on kodust liiga kaugel, et jalgsi tulla. Oleme mõelnud kevad-sügisel perioodil pakkuda kasutamiseks elektritõukeratast või jalgratast.;2;1;1;1;1;1;1;Mugav, bussipeatus on kooli lähedal, väljub bussist kodu juures.;Viin autoga kooli (isegi kui vahel harva);4;Otseselt ohte ei olegi, lihtsalt mugavus.;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Kui lapsed on hommikul väga väsinud;3;4;Laps peaks varem ärkama.;21-30 minutit;Kui koolipäev algaks hiljem nt. 8.30-9.00;4;46-60 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Väikesed ohutussaared suure liiklusega teel;4;Seisva bussi kõrvalt kihutavad teisel real ülekäigurajale sõiduautod. Hoolimata sellest, et buss laseb jalakäijad üle tee.;Kooli juurde, kuid mitte ukse ette. Pisut kaugemale seetõttu, et jalgsi liikuvatel lastel oleks turvalisem kooliukseni jõuda, mitte seigelda autode vahel.;Koolis on kindlad reeglid parkimse osas, see on juba suur asi.;Olla ettevaatlik.;Rohekm tänavavalgustust kooli ümbrusesse. Jalgväravast väljudes on pimedal ajal kooli ümbrus väga pime koht, seega hea pinnas laste kiusamiseks või veel hullemaks.
11/25/2019 20:09:28;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;2;1;5;4;1;1;Lapsele meeldib tõuke või tava rattaga kooli minna. Teele kuulub vähem aega kui jalgsi ja laps on energiline. Lihtsalt meeldib niivisi minna.;2;1;1;5;4;1;1;;Ei kasuta lapse transportimiseks autot;4;Võike õismäe peatusest mööda kõndides vajab laps liikumist üle tee seal samas. Just see kõnnitee tekitab mulle kõige enam muret. Kuna autode ja busside liikumine on tihe ja kiire. Mitte kõik autodes raatsivad peatuda.;5-10 minutit;Ei kasuta autot;1;3;Niigi käib;5-10 minutit;Niigi käib;5;rohkem kui 60 minutit;4;Pööret lõpetavad juhid ei anna lastele teed, Väikesed ohutussaared suure liiklusega teel, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud;1;Kooli ees tihti peale istuvad joobes inimesed;Ei;;;
11/25/2019 21:44:47;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;1-5 km;2;4;1;2;1;1;Bussiga mugav ühendus kooli ja kodu vahel. Vajadusel, näiteks äärmiselt kehva ilma korral saab ka autoga viidud.;2;1;5;1;2;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;;5-10 minutit;Viime halva ilma korral, Kui oleme hiljaks jäämas, Kui lapsed on hommikul väga väsinud;3;2;Midagi ei muutu, käivadki enamasti iseaeisvalt;11-20 minutit;Ei ole sellega probleeme;4;31-45 minutit;4;Reguleerimata ülekäigurajad;4;Ohtlik tee ületamine;Parkimisalale;Ei;Jätkuvalt täita eeskirju;
11/26/2019 8:20:38;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;1;4;3;2;1;1;Selletõttu, et laps on siiski alles 11 aastane.;2;1;4;3;2;1;1;11 aastastel ei ole juhilube;Ei kasuta lapse transportimiseks autot;4;liiklusõnnetused;5-10 minutit;Viime halva ilma korral;4;4;99 protsenti ajast käib ta ise koolis.;11-20 minutit;Ta on alati nõus olnud;5;rohkem kui 60 minutit;5;Pööret lõpetavad juhid ei anna lastele teed, Suurem oht langeda kuriteo ohvriks, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;4;Piiratud nähtavusega kohtades pargivad autod mille tõttu ei näe jalakäijaid ülekäiguradade ääres.;Kooli parklasse kui on võimalus või peatun teel, kooli ees.;kooli asukoha suhtes pole võimalust midagi ette võta.;Ei oska öelda;Antud kooli suhtes on turvalisus tagatud.
11/26/2019 8:47:38;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;4;2;1;1;1;1;Kui ajaliselt sobib, siis viime ta ise kooli, sest siis saab tema ka kauem magada hommikuti ja koolipäevaks välja puhata. ;2;1;4;1;1;1;1;Kuna koolipäev lõpeb tööpäevast erinevalt, siis peab ta ise hakkama saama. ;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);3;3;Lapse kooli viimine hoiab mind samuti paremini ajagraafikus, sest jõuan selle tõttu varem tööle. Vastasel juhul ei kiirustaks. Lapse kooli viimine ei tekita olulist ajakulu, sest see jääb enam-vähem marsruudile. ;11-20 minutit;On, pole tingimusi. Ta on 1 klassi õpilase kohta üsna iseseisev, alates esimesest koolinädalast. ;4;46-60 minutit;4;Pööret lõpetavad juhid ei anna lastele teed, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama;2;Liigselt kiirustavad lapsevanemad (autoga) kooli parklas, kus autosid on palju, lapsed liiguvad igal pool. Ka ei ole ühelt poolt kooli liikudes jalgteed. ;Kui tulen, siis sõidan aeglaselt ja jälgin enda ümber toimuvat. Vahel jätan auto eemale. ;Jalgtee rajamine. ;Jah, parkida eemale ja vähendades seega liikluskoormust. ;teoreetiliselt saaks tekitada autodele ringsüsteemi, kus ühest väravast sõidetakse välja, lapse pannakse maha ning liigutakse edasi teiselt poolt välja. Et oleks parklas vähem manööverdamist ja edasi-tagasi sõitmist. 
11/26/2019 9:42:37;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;5;2;2;1;1;1;Elame linnapiirist väljas. Ühistransport väga kehv, jäänud isegi busse tulemata (Atko). Bussipeatusesse tuleb minna valgustamata teed mööda 2 km;2;1;4;4;1;1;1;Kool lõppeb päeval ja vanemad tööl. Laps peab saama ise koju.;Viin autoga kooli (isegi kui vahel harva);4;Tihe liiklus, pime, ummikud;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Sest nii on ohutum, Bussipeatusesse 2 km mööda pimedat külateed;4;4;Tuleb koolist koju ise aga kooli viime autoga. Kuni elame linnast väljas ja ühistranspordi olukord ei parane, ei ole muud varianti. Peab hakkama kooli minema poolest ööst kui läheks ise bussiga.;46-60 minutit;On nõus käima ja käiks hea meelega ise ka hommikuti kui bussitransport oleks normaalne;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Väikesed ohutussaared suure liiklusega teel, Lubatud sõidukiirust ületavad juhid;2;Majade ja parkivate autode vahel sõidavad autod liiga kiiresti. Väiksemad lapsed, kes auto tagant välja astuvad, võivad ohtu sattuda;Mitte väga kaugel koolist, u 300-400m koolmaja taga. Sest seal on vaiksem liiklus ja lapsel turvalisem koolini jõuda.;;;
11/26/2019 12:43:43;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;Üle 10 km;5;2;1;1;1;1;Sest liigume ise samas suunas.;2;1;5;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva);4;Tihe liiklus;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);5;5;Kui muutuks marsruut, siis läheks iseseisvalt kooli.;46-60 minutit;On nõus;5;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Suurem oht langeda kuriteo ohvriks, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Lubatud sõidukiirust ületavad juhid;1;Tihe liiklus;Tulen autoga ja peatun tänaval;;;
11/26/2019 12:51:14;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;5;1;1;1;1;1;Elame koolist 9 km kaugusel Vatsla külas, kus on väga halb transpordiühendus kooli jõudmiseks.;5;1;2;1;1;1;1;Kodu asub koolist 9 km kaugusel. Kui mõningatel juhtudel on võimalik saada ühistranspordiga osaliselt kodule lähemale, siis 2,2 km tuleb ikkagi jalgsi kõndida.;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;Hommikune ja õhtune tihe liiklus ning umbe pargitud tänavatest tulenev närviline ja ülekoormatud liiklus koolilähedases elamukvartalis Õismäel.  ;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Sest puudub normaalne ja liigselt kurnav võimalus kooli minemiseks ühistranspordiga.;1;1;Kahjuks ei ole see võimalik normaalse transpordiühenduse puudumise tõttu. Samas ei muutuks ka midagi minu elus, sest minu tööteekond autoga jääb samaks.;46-60 minutit;Normaalsema transpordiühenduse olemasolul ja kooli lähemal asumisel (hetkel vahemaa 9 km).;5;46-60 minutit;2;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Väikesed ohutussaared suure liiklusega teel, Suurem oht langeda kuriteo ohvriks, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;1;Õuealas teed mitteandvad juhid, kiiruse ületajad, teed mitteandvad juhid, ülbed ja liikluseeskirju rikkuvad kiirustavad juhid.;Saabun autoga, väldin teisi kiirustavaid ja liikluseeskirju rikkuvaid juhte, leian turvalise ja teisi liiklejaid mittesegava peatumiskoha lapse turvaliseks sõidukist väljumiseks kooli läheduses.;Piirama füüsiliselt lapsi kooli sõidutavate vanemate sõitmise kooli ukse ette eirates mitmeid sissesõidu keelumärke ja pannes ohtu jalgsi kooli tulevaid lapsi kooli territooriumil.;Jah, leida lapse sõidukist väljumiseks hõredama liiklusega koha.;Kooli saabuval teel liikluskorralduse muutmist.
11/26/2019 14:15:11;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;2;1;2;4;1;1;Et laps saaks liikuda piisavalt.;2;1;2;2;4;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;5-10 minutit;Viime halva ilma korral;5;5;Laps käib iseseivalt 99% ajast ise kooli ja koju.;21-30 minutit;Laps liigub iseseisvalt;4;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad;2;Ei ole täheldanud;Ei sõida autoga;;;
11/26/2019 14:19:20;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;2;1;4;1;1;1;*;2;1;1;4;1;1;1;*;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva), Ei kasuta lapse transportimiseks autot;4;autod ja võõrad inimesed;alla 5 minuti;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);1;1;ta käib iseseisvalt;5-10 minutit;siis, kui kõi pedofiilid on vanglas.;2;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Suurem oht langeda kuriteo ohvriks, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;kui laps läheb autode vahel, siis teda ei ole näha;;;;
11/26/2019 14:24:33;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;1;1;2;4;1;1;Tõukerattaga jõuab kiiremini kui jala;1;1;1;2;4;1;1;kiirem ja muagavam;Ei kasuta lapse transportimiseks autot;3;ei vii last autoga kooli, m iks ma pean järgenvatele vastama??;rohkem kui 60 minutit;Viime halva ilma korral, Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Kui lapsed paluvad, Kui oleme hiljaks jäämas, Kui lapsed on hommikul väga väsinud, Viime, selleks, et see aitab meil oma (lapsevanema) päeva rutiini hoida, Viime ühistranspordi peatuseni, sest sinna on pikk maa, Viime ühistranspordi peatuseni, sest tee sinna on muidu ohtlik., Sest nii on ohutum, ei vii last autoga kooli, aga märkisin kõik kuna te ei näinud sellist varianti ette;4;3;ta juba käibki, seega midagi ei muutu;5-10 minutit;ta tahabki ise käia;4;31-45 minutit;4;Suurem oht langeda kuriteo ohvriks, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, harv liiklus võib põhjustada hooletust liikluskäitumises;5;Kooli hoovis sõidavad autod mõnikord mitte piisavalt tähelepanelikult ja liiga kiiresti;Jalgsi;mitte lubada lapsevanemaid ja muid külastajaid kooli hoovi autoga;vist mitte;
11/26/2019 14:40:08;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;1;1;5;3;1;1;Kool asub kodu lähedal, seele pärast jalgsi, kevafeti ja sügisel mõnikord tõukerattaga, lapse omal soovil.;1;1;1;5;3;1;1;;Ei kasuta lapse transportimiseks autot;4;Tuleb ületada autotee, kuigi majade juures.;alla 5 minuti;Viime halva ilma korral;1;3;Midagi;5-10 minutit;Elame kooli kõrval ja käib jala iseseisvalt;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad;3;Sõitvad autod;Jalgsi;Jah, ei lubata autodega kooli ette sõita kooli tundide ajal.;Ei;
11/26/2019 14:46:38;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;Kuni 1 km;1;1;5;3;1;1;Lapse soovil tõukerattaga kevadel ja sügisel, nii on veel kiirem, kui jalgsi;1;1;1;5;3;1;1;;Ei kasuta lapse transportimiseks autot;4;Sõitvad autod;alla 5 minuti;Viime halva ilma korral;1;3;Midagi, niigi käivad ise jalgsi;5-10 minutit;Pole valimut, käivaf ise, kool on lähexal;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad;3;Sõitvad autod;Jalgsi;Ei luba autodel kooli territooriumile sõita koolitundide ajal;Ei;
11/26/2019 15:36:34;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Üle 10 km;1;5;1;1;1;1;Sellepärast, et kool asub kodust 20 km kaugusel.;1;1;5;1;1;1;1;;Ei kasuta lapse transportimiseks autot;;;31-45 minutit;Viime ühistranspordi peatuseni, sest tee sinna on muidu ohtlik.;5;4;Laps käibki ise koollis;rohkem kui 60 minutit;Laps käib üksi ise juba koolis;5;rohkem kui 60 minutit;3;Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;4;Pole märganud;Harva käin;;;
11/26/2019 16:38:08;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;1;1;5;1;1;1;Kool on lähedal;1;1;1;5;1;1;1;;Ei kasuta lapse transportimiseks autot;5;;alla 5 minuti;ei vii autoga kooli;3;5;Minu laps käib kooli iseseisvalt;11-20 minutit;Ta käib ise;4;31-45 minutit;3;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Teised autod, kes pidevalt sõidavad maja parklast üle ülekäiguraja, vaatamata sellele, et seal inimesed.;1;Autod sõidavad liiga kiirest maja vahel.;Jalgsi;panna valgusfoori;;
11/26/2019 16:45:37;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;1;1;5;1;1;1;Koolini jalgsi on 300m, autoga um.2km.;1;1;1;5;1;1;1;;Ei kasuta lapse transportimiseks autot;3;Teiste vanemate autod;5-10 minutit;Ei vii autoga;3;5;Midagi;5-10 minutit;Temal valikut pole, käib iseseisvalt jalgsi;4;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Lubatud sõidukiirust ületavad juhid;5;-;;Kool midagi ei saa teha;Ei;
11/26/2019 18:30:10;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;1;1;5;3;1;1;Kõige sobivam;1;1;1;5;3;1;1;;Ei kasuta lapse transportimiseks autot;5;;5-10 minutit;Käib jalgsi kooli;4;3;Ei;5-10 minutit;Ei;4;5-10 minutit;5;Minu arvates ei ole lapsel kooliteel mingeid ohte;3;Ei näinud;Jalgsi;Ei;Ei;
