Aeg;Mis koolis laps käib?;Mis on lapse sugu? ;Mitmendas klassis laps õpib?;Kui pikk on lapse koolitee?;Kui tihti sõidetakse autoga kooli?;Kui tihti sõidab laps ühistranspordiga kooli?;Kui tihti läheb laps jalgsi kooli?;Kui tihti sõidab laps jalgrattaga kooli?;Kui tihti läheb laps motoriseeritud kaherattalisega kooli?;Kui tihti sõidab laps ise kooli?;Miks just see vahend kooli minekuks?;Kui tihti tuleb laps autoga koolist?;Kui tihti viiakse laps autoga kuni ühistranspordi peatuseni?;Kui tihti tuleb laps ühistranspordiga koolist?;Kui tihti tuleb laps jalgsi koolist?;Kui tihti tuleb laps jalgrattaga koolist?;Kui tihti tuleb laps motoriseeritud kaherattalisega koolist?;Kui tihti sõidab laps ise koolist?;Miks just see vahend koolist tulemiseks?;Kas kasutate lapse kooli viimiseks või koolist toomiseks autot?;Kui turvaliseks hindate lapse kooliteed viies last kooli autoga?;Milliseid ohte oskate välja tuua?;Kui palju aega kulub teil tavaliselt autoga lapse kooli viimiseks / koolist koju toomiseks;Mis põhjustel last autoga kooli viiakse?;Kui oluliseks peate koolitee valikul mõju lapse tervisele?;Kui oluliseks peate koolitee valikul mõju keskkonnale?;Kas ja mis teie elus muutuks kui teie laps iseseisvalt rohkem koolis käiks;Kui palju aega kulub lapsel tavaliselt iseseisvalt kooli minemiseks / koolist koju tulemiseks?;Kas ja mis tingimustel sa oleks laps valmis/nõus rohkem iseseisvalt koolis käima?;Kui heaks hindad lapse liikluskäitumist?;Kui palju keskmiselt liigub laps (õues / trennid jms) igapäevaselt?;Kui turvaliseks hindad lapse kooliteed kui läheb kooli iseseisvalt (jalgsi jalgrattaga ühistranspordiga vms)?;Kas kooliteel esineb järgnevaid ohte? Märgi kõik ohud;Kui palju tekitab teile muret lapse turvalisuse osas see, et laps iseseisvalt liigeldes liigselt nutitelefoni kasutab?;Milliseid ohtlikke liiklussituatsioone olete kooli ümbruses tähele pannud?;Milline on teie enda liikluskäitumine kooli ümbruses?;Kas teie hinnangul saaks kool midagi kooli ümbruse ohutustamiseks teha?;Kas teie hinnangul saate ka ise midagi kooli ümbruse ohutustamiseks teha?;Milliseid muid lahendusi pakute välja selleks et kooli ümbrust ohutumaks muuta?
11/24/2019 11:56:46;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Teekond on lühike;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;suhteliselt ohutu;Teed on kitsad, kuna tee ääres pargivad autod ja autodega tulijaid on palju. ;alla 5 minuti;Ei vii autoga;Pean väga oluliseks;Nii ja naa;Käib ise koolis;5-10 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Pööret lõpetavad juhid ei anna lastele teed+Lubatud sõidukiirust ületavad juhid;Suhteliselt väike probleem;Kiirust ületavad ja teed mitte andvadjuhid õuealal. Peatuvate autode vahel sagimine. ;Ei käi autoga kooli juures;Linnavalitsus peaks tegema midagi;Ei ;
11/24/2019 15:06:36;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Elame koolimaja kõrval.;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Elame koolimaja kõrval.;Ei kasuta lapse transportimiseks autot;nii ja naa;Ummikud+ väike pikivahe, lohakad autojuhid, teetööd jne.;alla 5 minuti;ei vii üldse;Ei pea üldse oluliseks;Ei pea üldse oluliseks;Ei muutu midagi;5-10 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;oma maja juures liiklevad autod ja koolimaja ees sõitvad autod;On suur probleem ;kiirust ületavad lapsevanemad ja kooli personali ning õpilaste autod;Ei sõida autoga;keelata parkimine ja sõitmine  kooli lähedal teatud raadiuses;Ei ;
11/24/2019 15:46:11;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;Pooltel kordadel nädalast;Mitte kunagi;Pooltel kordadel nädalast;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Jala on kiirem;Harva;Mitte kunagi;Mitte kunagi;Alati;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;nii ja naa;Ülekäigurada ei ole turvaline , kuna autod pargivad tee ääres. Selle tõttu kui inimene astub ülekäigurajal on halvasti näha teda.;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Pean väga oluliseks;Pean väga oluliseks;Laps käibki enam-vähem jala.;11-20 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Pööret lõpetavad juhid ei anna lastele teed+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Lubatud sõidukiirust ületavad juhid;Nii ja naa;Ei ole märganud;Ei;;;
11/24/2019 17:50:26;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;1-5 km;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kõige mugavam tulla teisest linnaosast;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;suhteliselt ohutu;Tavaline liiklus, pole kunagi täiesti ohutu;alla 5 minuti;Ei vii+oli kohustuslik küsimus ja ei saanud täitmata jätta;Pean oluliseks;Pean oluliseks;Käib ise koolis;21-30 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Lubatud sõidukiirust ületavad juhid;Nii ja naa;Ei ole märganud;Ei liigu autoga kooli juures. ;Ei tea;Ei ;Mujal on ohtlikum kui kooli juures, autojuhid kihutavad, sh kitsastel tänavatel majade vahel
11/24/2019 18:53:24;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kool asub kodule lähedal. ;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;täiesti ohutu;;alla 5 minuti;Ei vii last autoga kooli. ;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;5-10 minutit;käibki ise;Hea;46-60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Lubatud sõidukiirust ületavad juhid;Nii ja naa;Ei ole tähele pannud ohtlikke olukordi.;Ei liigu autoga kooli juures. ;Ei tea;Ei ;
11/24/2019 21:33:13;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kooli piisav lähedus kodule;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Piisav lähedus kodule;Ei kasuta lapse transportimiseks autot;;;alla 5 minuti;Ei vii autoga ;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;5-10 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Suurem oht langeda kuriteo ohvriks+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Lubatud sõidukiirust ületavad juhid;Nii ja naa;Ei ole märganud;Ma ei käi seal;;;
11/24/2019 23:53:04;Tallinna Järveotsa Gümnaasium;Mees;10.-12.;1-5 km;Pooltel kordadel nädalast;Mitte kunagi;Harva;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Bussid veel ei sõida kohta kuhu kolisime, sellest tingituna on kooli liikumine kaootiline ;Mitte kunagi;Mitte kunagi;Mitte kunagi;Tihti;Harva;Mitte kunagi;Mitte kunagi;Enamus ajast liigub jalsi koju, Harva saame autoga;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;Avarii;5-10 minutit;Viime halva ilma korral+Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem)+Viime+selleks+et see aitab meil oma (lapsevanema) päeva rutiini hoida+sest bussiliini pole veel pikendatud;Nii ja naa;Nii ja naa;Ei pea kellaajaliselt kodust väljuma;31-45 minutit;Kui buss sõidaks, ilusa ilmaga liigub alati ka jalgsi;Hea;rohkem kui 60 minutit;Suhteliselt ohutu;Halvasti valgustatud tänavad+Suurem oht langeda kuriteo ohvriks+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;Nii ja naa;Hilinevad lapsevanemad kiirustavad ületades kiirust, seades ohtu õpilased.;Ei pargi , vaid ootan värava taga ning liigume kohe edasi;Väga raske oleks koolil midagi muuta suurte majade vahel;Ei;
11/25/2019 8:21:48;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;1-5 km;Tihti;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kattub töölesõidu aja ja marsruudiga;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mugav bussiühendus koduga.;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Ei pea üldse oluliseks;Suhteliselt ebaoluline;Väga ei muutuks midagi, kuna tööle lähen ise nagunii.;21-30 minutit;käibki ise;Hea;31-45 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;Ei tekita muret;"Maxima ja ostukeskuse parkla, kuhu tuuakse lapsed tihti autoga, liigub palju lapsi autode vahelt risti üle parkla ""lõigates"".Liiklus hommikul väga tihe.";Tulen autoga, peatun Maxima ees (Kollane keskus).;Teavitust, et lapsed kasutaksid kõnniteid ja ülekäiguradasid, selle asemel, et võita 20 meetrit ja lõigata autode vahelt läbi parkla. ;Oma lapsele liiklemist õpetada.;
11/25/2019 9:35:48;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;1-5 km;Harva;Harva;Alati;Harva;Mitte kunagi;Mitte kunagi;Kool on làbedal kodule;Harva;Mitte kunagi;Harva;Alati;Harva;Mitte kunagi;Mitte kunagi;Kodu on làhedal;Viin autoga kooli (isegi kui vahel harva);nii ja naa;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Pean väga oluliseks;Pean oluliseks;Käib ise koolis;5-10 minutit;käibki ise;Hea;46-60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;On probleem ;Autod sôidavad sisse keelumàrgi alt, kus ei ole lubatud sisse sôita kooli ôuealale;Parklasse vàlhaspool kooli siseôue;Piirata tôkkepuuga autode ligipààsu kui ei ole koolipersonaliga tegu;;
11/25/2019 11:23:29;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;Tihti;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Hommikul tööle minnes kool asub tee peal;Harva;Mitte kunagi;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;;alla 5 minuti;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem)+Sest nii on ohutum;Pean väga oluliseks;Pean väga oluliseks;Esimeses klassis laps vajab vanemate abi. Teisest klassist alates ei näe probleemi kui laps käib iseseisvalt koolis. Minu elus ei tohi eriti midagi muutuda.;5-10 minutit;Kui kasvab natuke suureks, hetkel 7-aastane ning vajab abi.;Nii ja naa;46-60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Pööret lõpetavad juhid ei anna lastele teed+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Lubatud sõidukiirust ületavad juhid;Nii ja naa;Lapsed ei jälgi mis toimub ümber ringi, kõrvaklapid peas, vaatavad telefoni ekraanile;Sõidan autoga aeglaselt, jägin lapsi;Kutsuda politsei, kui joodikud istuvad pingil kooli ümbrusel;Olen kooli ümbruse liikluses topelt tähelepanuga;Politsei võiks teha mitu tiiru päeva jooksul, kontrollides et kooli ümbruses on kõik korras.
11/25/2019 11:50:55;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;5-10 km;Alati;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Saab hommikul kauem magada, koolikott on raske, ühistranspordi peale ei saa kindel olla.;Harva;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;;11-20 minutit;Sest nii on ohutum+Koolikott on raske;Pean oluliseks;Pean oluliseks;Ei muutu midagi;31-45 minutit;Puudub kergliiklustee bussipeatuseni. On ohtlik, eriti talvel lumevallidega. Teel on kohti kus isegi ei mahu 2 autot kõrvuti sõitma. ;Hea;31-45 minutit;Väga ohtlik;Reguleerimata ülekäigurajad+Lubatud sõidukiirust ületavad juhid+Puudub kergliiklustee ja laps peab kõndima autotee ääres.;On probleem ;Ei ole märganud;Ei sõida kooli juurde. Pargin eemale parklasse.;;;
11/25/2019 12:09:15;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;5-10 km;Tihti;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Ise sõidan autoga tööle ja viin lapse kooli ;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Nii ja naa;Nii ja naa;Suhtlust oleks vähem ;31-45 minutit;Elaksime kooli lähedal;Väga hea;rohkem kui 60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad;On probleem ;;Kooli taha või lähedusse ;;;
11/25/2019 12:49:25;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;5-10 km;Harva;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Sõpradega ühistranspordis lõbusam;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;pole võimali, autoga, sest vanemad tööl;Ei kasuta lapse transportimiseks autot;täiesti ohutu;;11-20 minutit;Kui lapsed paluvad;Pean väga oluliseks;Pean väga oluliseks;Ei muutu midagi+Käib ise koolis;21-30 minutit;käibki ise;Hea;46-60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Väikesed ohutussaared suure liiklusega teel+Suurem oht langeda kuriteo ohvriks+Lubatud sõidukiirust ületavad juhid;On suur probleem ;autod liiguvad kooli territooriumil, seda tuleb ära keelata;ei tule, ei pargi;ära keelata, pigem kinni panna sisse sõit kooli territooriumile. ;;mitte lasta autod kooli terrtooriumile. 
11/25/2019 14:38:30;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;Harva;Tihti;Mitte kunagi;Harva;Mitte kunagi;Mitte kunagi;Kiireim viis kooli jõudmiseks;Tihti;Mitte kunagi;Tihti;Mitte kunagi;Harva;Mitte kunagi;Mitte kunagi;Kiireim viis koju jõudmiseks;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;;5-10 minutit;Viime halva ilma korral;Pean oluliseks;Pean oluliseks;Käib ise koolis;11-20 minutit;käibki ise;Hea;46-60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Lubatud sõidukiirust ületavad juhid;On suur probleem ;Lapsi ei lasta üle tee;Ei käi üldjuhul autoga;;;
11/25/2019 15:02:01;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Buss väljub kohe maja eest.;Harva;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;buss väljub kohe maja eest;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;kitsad täis pargitud piiratud nähtavusega tänavad;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem)+Kui oleme hiljaks jäämas;Pean väga oluliseks;Suhteliselt ebaoluline;Kui kogu tee jala hakkaks minema, siis tõuseks hirmu tase õnnetuste juhtumise ees, kuna tänavad väga täis pargitud ja piiratud nähtavusega, hommikud pimedad;21-30 minutit;kui vaja, siis läheb;Hea;21-30 minutit;Väga ohtlik;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Väikesed ohutussaared suure liiklusega teel+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;Nii ja naa;Möödasõidud reguleerimata ülekäigurajal,vahetult ennem läheb sõidurada kaheks.Tihe parkimistihedus, kooli territooriumile autodega kiirustavad vanemad, kuigi on keelatud siseneda.;pargin eemale, sest hommikuti keelatud sissesõit ja palju lapsi liikumas, ei taha ohtu seada;tõkkepuu, pääseb vaid lubadega sisse;teen juba, pargin eemale ja lasen lapsel turvalisemas kohas väljuda;kooli suubuval tänaval parkimine hommikuti keelata, vaid peatumine või kellaga osalise ajaga, et oleks ruumi lapsi tuua
11/25/2019 15:02:09;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;1-5 km;Mitte kunagi;Mitte kunagi;Harva;Tihti;Mitte kunagi;Mitte kunagi;;Mitte kunagi;Mitte kunagi;Harva;Pooltel kordadel nädalast;Tihti;Mitte kunagi;Mitte kunagi;T;Ei kasuta lapse transportimiseks autot;nii ja naa;;11-20 minutit;Viime halva ilma korral;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;21-30 minutit;käibki ise;Hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Väikesed ohutussaared suure liiklusega teel+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;Ei tekita muret;Sõiduautode saalimine;Jala;Jah tõlkepuu paigaldada;Ei;
11/25/2019 15:27:12;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;5-10 km;Harva;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Tal ei ole juhilube;Harva;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Tal pole juhilube;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;Ohud liikluses ;11-20 minutit;Viime halva ilma korral+Kui on väheke tervisemure;Pean väga oluliseks;Pean väga oluliseks;Muutub iseseisvamaks;46-60 minutit;Kui buss käiks tihedamini;Hea;46-60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Lubatud sõidukiirust ületavad juhid;Nii ja naa;poe ees olevas parlas autode liikumine;poe ette,see on koolile kõige lähemal;Ei;Ei;tänava valgustust lisada
11/25/2019 15:33:40;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Üle 10 km;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;kool jääb tööle minnes peaaegu tee peale;Harva;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;tuleb koju koos suurema vennaga;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;;21-30 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Pean väga oluliseks;Pean oluliseks;kuna laps läks alles kooli, siis alguses viimwe - hiljem hakkab ise bussiga käima. ei muutuks miskit;31-45 minutit;arvan, et tal pole ise minemise vastu miskit aga kuna isa läheb nii kui nii sinna kanti, siis viib kooli lähedale.;Nii ja naa;rohkem kui 60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Pööret lõpetavad juhid ei anna lastele teed+Väikesed ohutussaared suure liiklusega teel+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Lubatud sõidukiirust ületavad juhid;On probleem ;autojuhid ei arvesta lastega;Ei pargi kooli juures;;;
11/25/2019 16:05:13;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;Kuni 1 km;Harva;Tihti;Tihti;Tihti;Mitte kunagi;Mitte kunagi;Isesesvus ja liikumine on vajalik;Mitte kunagi;Mitte kunagi;Tihti;Tihti;Tihti;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva);nii ja naa;hoolimatud kaasliiklejad ja keeruline liiklus kooli ümbruses;5-10 minutit;Viime halva ilma korral+Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Nii ja naa;Nii ja naa;Käib ise koolis;21-30 minutit;käibki ise;Hea;rohkem kui 60 minutit;Nii ja naa;Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid+keelava märgi alt kooli ette sõitvad lapsevanemad;Nii ja naa;autojuhid on hooletud pimedates nurkades pöördeid sooritades;"peatame autoga ühistranspordi peatuses, ei tule kooli juurde
";Kooli sissepääs peaks olema vaid puldiga sisenemisega;vältida autoga kooli lähedale sõita;rohkem võiks politseipatrull ümbruskonda kontrollimas käia
11/25/2019 16:12:13;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Koolitee on lühike ja lapsel puudub luba ja oskus sõita autoga.;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;täiesti ohutu;;alla 5 minuti;Ei vii autoga,kuna kool asub 800m kaugusel;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;5-10 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Täiesti Suhteliselt ohutu;Minu arvates ei ole lapsel kooliteel mingeid ohte;On suur probleem ;Ainuke oht on kooli territooriumil liiklevad autod.;Ei liigu autoga kooli juures. ;;;
11/25/2019 16:32:08;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;1-5 km;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kiireim viis kooli jõudmiseks+ohutuim viis kooli jõuda;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;peale tunde on aega ;Viin autoga kooli (isegi kui vahel harva);nii ja naa;kooli läheduses on liiklemine parkivate autode tõttu ohtlik;11-20 minutit;Sest nii on ohutum;Ei pea üldse oluliseks;Pean oluliseks;peaks 45 minutit varem ärkama;21-30 minutit;kui saaks kindel olla ühistranspordi täpsele liikumisele;Väga hea;rohkem kui 60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Väikesed ohutussaared suure liiklusega teel+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;Nii ja naa;ristmikel parkivad sõidukid, mille vahelt ei näe.  ;ei pargi. Peatun ja lasen lapse autost välja võimalikult ohutus kohas ja mitte väga lähedal kooli sissesõiduteele;Ei, aga linnavalitsus saaks küll. Kooli ümbrises tuleks liikluskorraldust või parkimist muuta ;Jah, ma ei sõida kooli sissesõiduteele lähedale. Peatun kaugemal;Teid laiendada või parkimine ohtlikel kitsastel aladel keelata. Kortermajade autodel peaks olema eraldi parkla.
11/25/2019 17:00:57;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Alati;Mitte kunagi;Mitte kunagi;Koolini 500 meetrit;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Alati;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;täiesti ohutu;;alla 5 minuti;Kui lapsed paluvad;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;5-10 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;On suur probleem ;Reguleerimara ülekäigurada;Ei ;;;
11/25/2019 17:11:04;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kuna võimalus on endal laps autoga kooli viia ja see tundub ka kõige turvalisem, jätkame seda.;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Sama põhjendus;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;Liiga tihe liiklus, esimese klassi laps ei pruugi tõsist ohtu suures liikluses tunda;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem)+Sest nii on ohutum;Pean väga oluliseks;Pean väga oluliseks;Muretseks rohkem lapse turvalisuse pärast kas jõuab ilusti kooli, koolist koju.;46-60 minutit;Kui otsustaksime vanematena enam lapsi mitte autoga kooli viia;Halb;46-60 minutit;Ohtlik;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Suurem oht langeda kuriteo ohvriks+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;Nii ja naa;Pimedad alad, liiga kiirelt sõitvad juhid asulas;Ei pargigi vaid kõnniteeääres saab korra peatatud, et laps saaks maha minna;Suurem pind autodega sõitmiseks, rohkem valgusteid;Ei;
